athlete_id,athlete_name,age,height,weight,sport,vertical_jump_height,sprint_speed,training_hours_per_week
791,Cord Dabbs,26,216.9,75.5,swimming,29.51,10.38,20
792,Opaline Meriel,33,166.5,95.4,swimming,42.6,5.85,38
793,Kiah Eliasen,29,177.6,77.7,tennis,10.73,7.05,22
794,Korey Titcom,19,174.0,94.0,basketball,10.56,10.13,2
795,Marlon Pearsall,34,203.9,65.0,soccer,59.14,6.33,4
796,Maggi Bradneck,39,214.5,90.3,tennis,40.33,10.03,27
797,Thorndike Ennor,19,154.9,101.3,tennis,31.18,10.8,37
798,Cary Winks,30,178.7,58.3,tennis,0.53,7.98,30
799,Hortense Maestrini,28,166.8,60.8,soccer,13.13,6.64,33
800,Cathyleen Crolly,38,181.6,94.9,soccer,10.77,10.65,22
801,Babb Cayle,39,212.8,58.7,swimming,33.82,5.68,38
802,Shelba Lomath,27,214.3,56.0,swimming,32.62,6.63,30
803,Wilhelmina Quincee,21,204.8,89.7,swimming,22.87,0.36,4
804,Consalve Sonley,19,178.5,117.2,soccer,55.63,2.22,20
805,Merrily Sachno,38,172.4,94.7,swimming,31.28,7.08,3
806,Hazel McComiskie,20,159.7,83.8,soccer,32.08,0.29,10
807,Guy Russel,34,204.0,95.4,soccer,21.28,11.69,38
808,Allsun Piletic,26,178.3,71.6,tennis,56.9,0.03,19
809,Ania Keeling,26,198.9,96.8,tennis,46.75,11.09,39
810,Julianne Gabotti,26,187.2,103.2,soccer,5.55,11.36,23
811,Xenos Deverill,21,199.3,58.6,soccer,47.61,7.56,13
812,Hannie Piccard,27,182.9,84.5,tennis,0.38,6.19,11
813,Bern Sabberton,21,205.3,114.6,tennis,51.49,3.44,13
814,Loraine Baroc,35,192.4,90.6,swimming,39.99,2.43,36
815,Mei Merfin,37,212.9,69.1,tennis,4.15,9.22,26
816,Consolata Cokayne,40,204.8,98.5,swimming,17.9,0.21,19
817,Connie Tape,33,205.0,107.5,soccer,44.16,9.05,4
818,Cosimo Rushman,35,151.3,96.7,basketball,40.69,5.91,2
819,Cora Benditt,38,168.8,91.9,tennis,32.9,2.06,5
820,Huntlee Blanket,31,198.2,71.8,tennis,8.05,7.55,16
821,Theodore Amphlett,32,166.6,96.8,tennis,32.31,0.35,26
822,Mellie Street,29,154.6,59.0,tennis,3.85,8.25,38
823,Kristien Vears,31,176.5,76.3,swimming,48.41,10.63,29
824,Cherry Cowie,30,200.1,86.6,tennis,31.81,7.28,39
825,Skippy Shead,19,180.4,88.2,soccer,27.67,7.82,6
826,Kerwin Elintune,34,217.0,118.0,soccer,40.25,11.97,19
827,Richmound Dixey,40,166.8,109.6,basketball,34.85,5.65,26
828,Merridie Lanchberry,27,193.8,64.8,basketball,37.1,10.88,14
829,Rachele Trinder,28,153.2,62.5,tennis,54.24,4.0,23
830,Carlen McGillreich,34,154.2,105.6,swimming,45.54,1.83,7
831,Kimball Peddie,33,185.1,101.5,soccer,34.96,6.04,38
832,Lyn Carneck,35,171.7,110.3,swimming,38.38,0.4,31
833,Danell Goalby,27,180.1,85.0,basketball,51.57,1.81,27
834,Lenka Dyerson,35,178.8,102.5,swimming,14.08,2.57,21
835,Shepard Westphalen,32,164.2,94.4,soccer,58.0,7.98,16
836,Ragnar Jovic,21,216.3,80.4,soccer,53.4,4.0,18
837,Barry Girod,40,194.1,78.0,swimming,11.3,7.99,8
838,Hiram Mitchinson,22,194.5,84.0,tennis,58.88,6.35,15
839,Maximilianus Pressland,25,165.1,72.3,soccer,7.87,4.94,13
840,Tamas Sisse,19,199.5,53.5,swimming,21.63,4.81,6
841,Laraine Orrah,38,189.3,63.4,swimming,10.75,4.06,3
842,Kristopher Bedborough,37,164.9,109.2,basketball,54.92,1.61,29
843,Sheff Meadus,35,197.0,118.2,tennis,52.33,3.78,13
844,Katleen Rappport,22,156.6,58.4,soccer,13.99,2.73,26
845,Mariann Markey,32,180.8,53.4,basketball,31.64,0.48,16
846,Gretal Lamble,19,176.0,72.6,soccer,45.03,1.25,20
847,Maddi Tape,40,178.1,61.6,tennis,25.26,4.16,29
848,Suzy Battelle,38,154.5,72.8,basketball,44.15,5.82,16
849,Salim Iacofo,26,172.5,112.1,swimming,17.34,1.33,30
850,Batholomew Houson,33,152.9,113.9,tennis,39.15,4.27,8
851,Wade Leggott,30,180.3,84.7,swimming,15.18,7.66,6
852,Inglebert Murch,30,196.9,103.2,swimming,38.59,3.57,28
853,Olenka Gainsford,40,192.6,86.0,soccer,41.03,6.39,12
854,Loree Conigsby,22,202.9,75.3,soccer,23.28,5.4,4
855,Raquel Findlow,20,192.7,51.2,tennis,9.22,7.61,12
856,Thomasin O'Grogane,20,212.7,57.4,swimming,8.24,3.63,17
857,Kelsi Wathell,35,210.0,72.5,tennis,31.35,10.71,30
858,Faydra Clamp,39,179.8,73.7,soccer,41.83,2.85,36
859,Cthrine O'Currigan,36,206.7,76.0,soccer,22.85,5.84,28
860,Aguie Simmers,34,156.8,55.9,soccer,28.33,11.1,5
861,Forest Benedidick,26,191.8,56.6,swimming,19.97,8.22,12
862,Tybi Shewsmith,34,204.8,86.0,tennis,0.29,7.98,6
863,Aguste Hathway,27,167.7,63.7,basketball,58.19,8.76,10
864,Elbertine Orrow,19,198.2,82.6,soccer,20.31,7.58,33
865,Cara Whitfield,40,170.9,56.3,swimming,26.69,2.95,24
866,Pietro Jacquemet,40,199.6,95.6,basketball,13.65,2.95,23
867,Roana Pendleberry,28,204.7,119.2,swimming,4.27,10.23,31
868,Hewie Grim,38,218.8,52.8,tennis,16.5,0.07,36
869,Arie Moncrieffe,33,211.6,70.0,basketball,40.55,11.38,21
870,Syd Baraja,34,206.2,55.0,swimming,53.79,6.28,11
871,Billy Roseveare,25,184.7,89.0,swimming,0.85,6.27,1
872,Pandora Stitt,18,196.6,59.9,swimming,6.54,9.64,22
873,Devinne Allerton,18,190.1,53.5,swimming,51.98,5.81,35
874,Cathi Kirkland,32,184.2,56.8,basketball,40.79,11.58,21
875,Kira Dranfield,35,196.5,113.9,soccer,39.89,3.22,34
876,Kippy Standell,27,214.5,69.0,tennis,4.52,3.53,38
877,Dagmar Madsen,24,160.2,116.3,tennis,4.31,1.38,18
878,Bone Yate,32,160.0,66.9,soccer,17.79,9.5,7
879,Randal Guarin,38,170.4,119.5,swimming,36.39,0.52,31
880,Werner Dowling,25,212.8,114.6,tennis,23.52,0.35,33
881,Dunn Strothers,18,160.2,97.0,swimming,41.89,0.65,21
882,Algernon MacAnespie,28,194.2,97.7,soccer,39.31,9.17,31
883,Art Choulerton,40,198.1,64.5,swimming,43.58,6.78,10
884,Joya Deex,23,164.7,59.4,basketball,18.66,0.59,4
885,Corrinne Poolton,38,183.0,50.1,swimming,39.5,3.92,33
886,Blane Grandison,33,187.7,60.7,soccer,9.23,9.6,22
887,Carolann Schwandermann,22,202.8,89.8,tennis,35.78,1.24,2
888,Bowie Bewley,32,219.9,98.4,tennis,16.54,1.82,36
889,Rollin Yakebowitch,26,181.2,104.8,swimming,7.87,3.79,18
890,Dorri Sainthill,31,195.7,52.8,basketball,50.7,5.09,31
891,Ingmar Dymott,18,200.0,95.3,basketball,19.09,0.9,33
892,Guntar Carnihan,20,213.8,50.9,tennis,41.51,10.15,31
893,Seline Lakeland,32,175.5,58.1,swimming,13.93,6.97,33
894,Chrissy O'Donoghue,39,170.6,107.4,soccer,10.09,0.54,5
895,Sebastian Gonthard,39,219.8,61.1,tennis,12.3,11.7,38
896,Roxanna Wisbey,19,196.1,69.7,swimming,31.05,7.5,24
897,Corrianne Melsom,39,173.5,51.5,swimming,47.62,1.88,20
898,Louis Janik,22,216.2,75.1,tennis,44.15,10.6,25
899,Delmar Maas,19,213.8,93.2,tennis,21.07,8.19,7
900,Sibilla Brownrigg,26,157.0,61.8,swimming,33.26,10.26,27
901,Cathrin Karle,19,175.3,111.6,tennis,12.65,5.26,36
902,Deena Loomes,28,192.8,102.8,swimming,10.65,7.4,10
903,Elsbeth Earthfield,21,197.7,119.2,swimming,4.32,4.41,12
904,Ralina Marishenko,34,218.5,68.8,soccer,39.93,4.79,18
905,Kat Hodjetts,32,181.5,69.3,tennis,21.81,7.75,8
906,Tait Keyworth,26,170.4,90.9,tennis,33.78,8.64,32
907,Kristian Prendergrass,29,176.7,104.4,swimming,34.06,11.79,11
908,Rica Carriage,37,158.3,109.2,tennis,41.1,1.77,15
909,Farrah Vere,34,171.3,92.9,swimming,58.16,1.76,23
910,Sandye Cometson,28,188.0,111.6,basketball,23.45,5.02,34
911,Virgie Kelsell,21,176.7,103.3,soccer,0.92,8.99,7
912,Loretta Crooks,28,191.3,110.6,soccer,33.71,2.98,10
913,Anitra Spridgeon,28,158.9,87.8,swimming,0.7,11.14,32
914,Margarete Boulstridge,38,216.2,67.5,swimming,1.54,8.49,23
915,Sander Binny,29,195.7,85.3,basketball,53.32,1.1,9
916,Cos Dorr,31,210.1,55.1,tennis,5.92,3.31,4
917,Jodi Toopin,19,150.9,105.3,soccer,30.28,1.95,31
918,Livvy Tisor,32,202.8,50.2,basketball,51.21,4.42,32
919,Phil Edler,21,187.0,83.6,swimming,46.2,10.01,27
920,Moselle Sissot,35,175.8,110.4,basketball,34.2,11.72,10
921,Teodor Kovalski,31,191.5,73.0,basketball,43.67,5.36,37
922,Tobiah Peck,34,210.2,107.2,soccer,0.64,0.39,19
923,Irita MacDonnell,34,196.0,76.3,swimming,35.92,4.95,17
924,Denny Barnfather,19,215.0,116.9,tennis,0.56,4.15,2
925,Rebbecca MacMenamie,29,172.0,102.7,swimming,0.55,4.32,0
926,Samara Jansens,23,217.1,104.8,soccer,47.4,5.81,8
927,Nicholas Dudson,21,184.3,64.3,soccer,23.15,1.81,10
928,Randi Daice,29,193.8,103.5,swimming,46.63,1.64,17
929,Elfie Surcomb,18,171.3,55.0,tennis,13.03,7.51,4
930,Chrystal Conechie,35,168.2,91.5,basketball,32.89,2.98,19
931,Graig Ausher,27,212.0,85.0,basketball,51.64,4.96,9
932,Becka Stedmond,33,160.6,115.7,soccer,6.12,8.74,6
933,Lainey Jakubczyk,26,187.0,65.6,basketball,55.02,5.27,37
934,Penelope Kiss,20,166.6,89.3,tennis,17.83,6.1,13
935,Pembroke Hourston,35,214.1,51.4,tennis,44.33,9.19,22
936,Dre Stubbins,21,167.3,118.3,soccer,55.8,4.02,29
937,Jorge Kittiman,37,188.2,71.0,soccer,49.61,5.88,26
938,Remus Pourveer,25,165.7,68.3,tennis,18.26,8.0,15
939,Lynnette Chetwin,37,193.1,68.7,basketball,21.43,6.71,19
940,Corilla Nary,19,156.9,98.6,basketball,20.36,4.35,21
941,Augustus Prydden,24,196.3,85.2,tennis,4.15,2.76,16
942,Lucius Giuroni,36,172.6,51.8,soccer,2.54,1.55,29
943,Shay Stanlake,31,204.2,91.2,tennis,50.01,10.64,13
944,Krisha Lung,22,202.6,104.0,swimming,3.05,3.36,24
945,Vidovic Crich,37,219.9,79.5,swimming,37.0,2.43,33
946,Barclay Pudner,22,200.4,84.9,tennis,32.14,1.92,7
947,Joeann Bamford,40,182.0,110.9,swimming,50.01,5.63,27
948,Natalya Perassi,23,172.8,104.3,swimming,49.8,5.31,36
949,Hannah Varga,39,166.4,61.8,basketball,55.12,8.39,15
950,Rayna Hulstrom,25,189.3,80.2,swimming,38.0,4.57,8
951,Farrell Leyland,36,185.5,75.6,basketball,4.55,11.99,12
952,Ibbie Bowick,33,167.0,79.2,tennis,21.55,0.94,12
953,Veronika Dorn,22,202.9,113.3,tennis,12.37,5.81,34
954,Fernandina Gregg,40,162.1,101.4,basketball,31.13,11.72,33
955,Hunt Brownell,20,212.5,99.0,tennis,6.81,2.16,15
956,Amity Poyser,33,169.3,87.5,soccer,0.18,7.54,9
957,Fredelia Godlee,18,208.4,65.3,swimming,59.32,4.96,12
958,Corbin Shermore,32,174.3,85.0,soccer,9.84,5.48,36
959,Ewell Feaver,35,216.3,107.2,tennis,55.43,7.02,11
960,Casandra Alcide,34,205.0,72.2,basketball,35.01,1.79,10
961,Julius Wardington,27,211.2,56.4,soccer,52.27,4.39,4
962,Erhart Torr,36,183.4,107.8,soccer,32.01,3.07,24
963,Lenka Peterson,18,154.1,62.7,basketball,12.44,2.2,27
964,Boonie Tancock,21,207.6,72.7,swimming,11.56,10.83,27
965,Ginnifer Gerardet,29,175.0,119.3,tennis,53.71,8.95,39
966,Olivette Angless,36,196.5,108.9,soccer,29.74,11.48,35
967,Cristian Lardeux,18,164.5,61.4,soccer,4.86,4.26,32
968,Phil Barendtsen,31,219.8,53.0,swimming,8.77,2.27,31
969,Myrah Zienkiewicz,24,167.6,76.6,soccer,6.38,5.63,4
970,Jedediah Lempenny,32,176.0,89.9,basketball,19.54,11.1,6
971,Lebbie Raecroft,30,190.2,113.2,soccer,40.54,9.99,3
972,Francis Court,22,219.2,89.4,soccer,38.62,8.88,14
973,Sherwin Eilers,35,186.8,82.2,swimming,12.33,6.09,34
974,Monah Valois,29,207.2,116.2,basketball,53.81,3.02,11
975,Ewart Donat,19,215.9,70.6,soccer,36.34,4.45,32
976,Nicolina Boyda,35,167.3,54.4,tennis,30.24,9.26,0
977,Shirley Nickols,26,171.6,103.9,tennis,29.93,8.63,21
978,Derick Brearty,33,209.2,56.5,basketball,4.77,9.57,14
979,Charita Pilmer,29,154.5,50.4,tennis,50.99,7.76,0
980,Gillie Balam,19,184.0,106.2,swimming,54.83,1.62,22
981,Meta Gerbi,19,198.1,63.3,basketball,53.04,6.33,31
982,Ulrika Penkman,30,202.8,62.6,swimming,46.31,7.16,27
983,Katrina Wimpeney,38,197.0,117.4,basketball,6.15,10.52,2
984,Kayne Ibbitt,22,195.7,50.6,swimming,3.91,5.29,35
985,Noelani Dineen,27,181.4,63.4,basketball,38.44,0.89,12
986,Onida McCloy,36,202.4,71.2,basketball,14.51,10.97,36
987,Phaidra Reah,26,216.5,72.4,basketball,33.39,2.28,14
988,Emili Yanson,26,159.0,90.8,basketball,48.81,0.22,8
989,Arie Sign,40,160.2,111.3,basketball,54.92,11.56,25
990,Gil Miller,21,150.8,106.2,soccer,46.78,4.33,30
991,Anatole Wherrit,22,207.7,79.1,basketball,35.99,10.03,23
992,Margalo Curragh,22,215.4,105.4,soccer,18.38,8.07,36
993,Kipper Ashpital,26,159.0,54.4,tennis,21.16,5.54,6
994,Garwood Rudgard,32,207.2,98.2,tennis,29.34,1.01,36
995,Appolonia Haysey,25,202.1,108.5,swimming,35.21,3.31,6
996,Wain Broster,25,212.1,118.9,swimming,48.4,11.38,5
997,Lorne Willicott,35,209.0,107.6,swimming,23.82,10.9,7
998,Dani Lukianov,31,206.1,60.0,tennis,39.83,10.5,10
999,Jennette Smither,39,217.2,71.2,swimming,39.82,0.67,15
1000,Nowell Menary,25,156.8,119.0,swimming,0.4,11.55,21
